id,production_location,production_location2,sale_location,sale_location2,types_of_sampling,food_category,adulterant_category,adulterant,food_specifications_model_list,mandate_level,manufacturer_type,sampled_location_type,grade
7792,甘肃省,庆阳市,甘肃省,庆阳市,Same Place,fruit and fruit product,Food additive,二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
1546,湖北省,宜昌市,湖北省,宜昌市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2075,云南省,曲靖市,广东省,惠州市,Off-site,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,3
3023,河南省,漯河市,河南省,漯河市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
8105,广东省,佛山市,广东省,清远市,Off-site,fruit and fruit product,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6010,浙江省,宁波市,浙江省,宁波市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7367,湖北省,荆州市,湖北省,武汉市,Off-site,"edible oil, fat and their product",Environmental contaminant,苯并[a]芘,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5575,陕西省,渭南市,陕西省,渭南市,Same Place,restaurant food,Food additive,苯甲酸;糖精钠,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
4521,广东省,中山市,广东省,中山市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Nationally Mandated,manufacturer,wholesale/retail,0
9253,广东省,中山市,广东省,中山市,Same Place,frozen ice and ice cream,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
2270,辽宁省,大连市,辽宁省,大连市,Same Place,meat and meat product,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
5782,四川省,德阳市,四川省,资阳市,Off-site,snack,Specification,水分,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
1592,广东省,江门市,广东省,江门市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
1364,四川省,绵阳市,四川省,绵阳市,Same Place,alcohol,Specification,酒精度,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
3184,四川省,德阳市,四川省,德阳市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,manufacturer,0
8359,湖北省,襄阳市,湖北省,襄阳市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Bulk weighing,Provincially Mandated,manufacturer,wholesale market,0
4994,江苏省,南通市,江苏省,淮安市,Off-site,pastry,Specification,脂肪,Bulk weighing,Nationally Mandated,manufacturer,chain supermarket,0
912,河南省,南阳市,河南省,南阳市,Same Place,alcohol,Specification,固形物,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2733,广东省,江门市,广东省,江门市,Same Place,convenience food,Environmental contaminant,铅,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7086,浙江省,嘉兴市,浙江省,嘉兴市,Same Place,nut and nut product,Specification,过氧化值,Bulk weighing,Nationally Mandated,manufacturer,chain supermarket,0
6549,安徽省,芜湖市,安徽省,芜湖市,Same Place,nut and nut product,Specification,过氧化值,Bulk weighing,Nationally Mandated,manufacturer,wholesale/retail,0
5679,贵州省,贵阳市,贵州省,贵阳市,Same Place,snack,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
5582,湖南省,岳阳市,湖南省,长沙市,Off-site,restaurant food,Food additive,脱氢乙酸及其钠盐,Pre-packaged,Provincially Mandated,manufacturer,eatery,0
4633,安徽省,安庆市,安徽省,合肥市,Off-site,pastry,Specification,脂肪,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
6552,广东省,中山市,广东省,广州市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
2264,辽宁省,抚顺市,辽宁省,抚顺市,Same Place,meat and meat product,Environmental contaminant,菌落总数;大肠菌群;铬,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,3
5169,吉林省,吉林市,吉林省,吉林市,Same Place,aquatic product,Specification,氮,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
3805,内蒙古自治区,乌兰察布市,内蒙古自治区,乌兰察布市,Same Place,pastry,Microbial contamination,霉菌,Pre-packaged,Nationally Mandated,other supermarket/convenience store,other supermarket/convenience store,0
904,广东省,湛江市,广东省,深圳市,Off-site,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
3337,新疆维吾尔自治区,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐市,Same Place,pastry,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
6614,广东省,揭阳市,广东省,惠州市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
4307,浙江省,舟山市,浙江省,舟山市,Same Place,pastry,Food additive,脱氢乙酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
1405,贵州省,遵义市,贵州省,遵义市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4514,福建省,漳州市,福建省,宁德市,Off-site,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,chain supermarket,0
6926,广东省,揭阳市,广东省,中山市,Off-site,nut and nut product,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
641,辽宁省,朝阳市,河南省,南阳市,Off-site,alcohol,Food additive,山梨酸及其钾盐,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7241,浙江省,嘉兴市,浙江省,丽水市,Off-site,nut and nut product,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,0
8262,浙江省,杭州市,浙江省,杭州市,Same Place,vegetable and vegetable product,Food additive,苯甲酸,Pre-packaged,Provincially Mandated,wet market/wholesale market,restaurant,0
6031,河南省,商丘市,河南省,商丘市,Same Place,condiment,Food additive,氨基酸态氮;苯甲酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
7475,贵州省,铜仁市,贵州省,铜仁市,Same Place,"edible oil, fat and their product",Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
7779,广西壮族自治区,桂林市,广西壮族自治区,桂林市,Same Place,fruit and fruit product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
789,广东省,梅州市,广东省,梅州市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2148,云南省,德宏傣族景颇族自治州,广东省,东莞市,Off-site,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
596,广西壮族自治区,南宁市,广西壮族自治区,南宁市,Same Place,cereal and cereal product,Microbial contamination,大肠菌群,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
8208,浙江省,台州市,浙江省,台州市,Same Place,egg and egg product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,3
8527,辽宁省,铁岭市,辽宁省,铁岭市,Same Place,vegetable and vegetable product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
7597,新疆维吾尔自治区,和田地区,新疆维吾尔自治区,和田地区,Same Place,"edible oil, fat and their product",Specification,酸价,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
4486,福建省,福州市,福建省,福州市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5556,浙江省,温州市,浙江省,衢州市,Off-site,restaurant food,Food additive,铝,Pre-packaged,Provincially Mandated,manufacturer,restaurant,0
4425,吉林省,四平市,吉林省,四平市,Same Place,pastry,Food additive,脱氢乙酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
7003,浙江省,湖州市,浙江省,湖州市,Same Place,nut and nut product,Food additive,糖精钠,Bulk weighing,Nationally Mandated,manufacturer,wet market/wholesale market,0
2261,吉林省,长春市,吉林省,松原市,Off-site,meat and meat product,Microbial contamination,菌落总数;大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,3
5468,新疆维吾尔自治区,伊犁哈萨克自治州,新疆维吾尔自治区,伊犁哈萨克自治州,Same Place,sugar,Specification,还原糖分;二氧化硫,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,0
5689,辽宁省,沈阳市,辽宁省,沈阳市,Same Place,snack,Specification,酸价,Pre-packaged,Nationally Mandated,manufacturer,wet market/wholesale market,0
1726,湖北省,孝感市,湖北省,武汉市,Off-site,confectionery,Microbial contamination,大肠菌群,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,3
9023,山东省,潍坊市,山东省,潍坊市,Same Place,vegetable and vegetable product,Environmental contaminant,总砷,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
5501,安徽省,合肥市,安徽省,合肥市,Same Place,restaurant food,Specification,过氧化值,Bulk weighing,Provincially Mandated,restaurant,restaurant,0
5460,广东省,湛江市,广东省,茂名市,Off-site,sugar,Specification,色值,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
5163,广东省,揭阳市,广东省,肇庆市,Off-site,aquatic product,Environmental contaminant,N-二甲基亚硝胺,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,1
5856,河南省,许昌市,河南省,许昌市,Same Place,condiment,Specification,氨基酸态氮,Pre-packaged,Provincially Mandated,manufacturer,wet market/wholesale market,0
8941,湖北省,孝感市,湖北省,孝感市,Same Place,vegetable and vegetable product,Food additive,糖精钠;二氧化硫;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,wet market/wholesale market,wet market/wholesale market,0
2616,福建省,厦门市,广东省,广州市,Off-site,convenience food,Specification,过氧化值,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
637,江苏省,常州市,江西省,宜春市,Off-site,alcohol,Environmental contaminant,铅,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
509,河南省,开封市,河南省,开封市,Same Place,cereal and cereal product,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2970,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Microbial contamination,大肠菌群;霉菌,Pre-packaged,Nationally Mandated,manufacturer,wholesale market,3
6247,安徽省,阜阳市,安徽省,阜阳市,Same Place,condiment,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,manufacturer,chain supermarket,0
4003,福建省,漳州市,四川省,绵阳市,Off-site,pastry,Food additive,山梨酸;防腐剂混合使用时各自用量占其最大使用量比例之和,Bulk weighing,Provincially Mandated,manufacturer,wholesale/retail,0
2173,江苏省,镇江市,江苏省,镇江市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,3
1406,贵州省,遵义市,贵州省,遵义市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
5361,吉林省,辽源市,吉林省,辽源市,Same Place,aquatic product,Specification,氮,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
7220,四川省,德阳市,四川省,德阳市,Same Place,nut and nut product,Specification,酸价,Pre-packaged,Provincially Mandated,manufacturer,chain supermarket,0
7770,福建省,漳州市,江苏省,宿迁市,Off-site,fruit and fruit product,Food additive,二氧化硫,Pre-packaged,Provincially Mandated,manufacturer,manufacturer,0
2108,宁夏回族自治区,中卫市,宁夏回族自治区,中卫市,Same Place,meat and meat product,Microbial contamination,菌落总数,Pre-packaged,Nationally Mandated,eatery,eatery,0
8504,宁夏回族自治区,银川市,宁夏回族自治区,银川市,Same Place,vegetable and vegetable product,Pesticide and veterinary drug,毒死蜱,Bulk weighing,Provincially Mandated,wholesale market,wet market/wholesale market,0
3139,江苏省,南京市,江苏省,南京市,Same Place,pastry,Food additive,防腐剂混合使用时各自用量占其最大使用量比例之和,Pre-packaged,Nationally Mandated,manufacturer,manufacturer,0
1177,黑龙江省,佳木斯市,黑龙江省,佳木斯市,Same Place,alcohol,Specification,酒精度,Pre-packaged,Provincially Mandated,manufacturer,wholesale/retail,0
4359,浙江省,宁波市,浙江省,宁波市,Same Place,pastry,Food additive,脱氢乙酸,Pre-packaged,Nationally Mandated,manufacturer,other supermarket/convenience store,0
4654,江苏省,徐州市,辽宁省,阜新市,Off-site,pastry,Specification,脂肪,Bulk weighing,Provincially Mandated,manufacturer,wholesale market,0
4336,安徽省,合肥市,安徽省,合肥市,Same Place,pastry,Food additive,脱氢乙酸,Pre-packaged,Provincially Mandated,manufacturer,other supermarket/convenience store,0
3628,广西壮族自治区,南宁市,广西壮族自治区,南宁市,Same Place,pastry,Microbial contamination,菌落总数;大肠菌群;霉菌,Pre-packaged,Nationally Mandated,manufacturer,wholesale/retail,3
